student_id,school,sex,age,address,famsize,pstatus,parent_education,mjob,fjob,subject,studytime,study_time_category,failures,absences,attendance_rate,g1,g2,g3,average_grade,final_grade,pass_fail,performance_category,grade_improvement,risk_status
STU-35632BFA,GP,M,19,U,GT3,T,Higher Education,teacher,services,Mathematics,1,<2 hours,1,38,59.14,8,9,8,8.33,8,Fail,At-Risk,0,High Risk
STU-E7D1A49D,GP,M,19,R,GT3,T,Secondary Education,other,services,Mathematics,2,2 to 5 hours,1,0,100.0,15,12,12,13.0,12,Pass,Satisfactory,-3,Medium Risk
STU-8CA35DF2,GP,F,19,U,LE3,T,Primary (4th grade),at_home,other,Mathematics,2,2 to 5 hours,1,18,80.65,12,10,10,10.67,10,Pass,Satisfactory,-2,Medium Risk
STU-26E212E1,GP,F,19,U,LE3,T,5th to 9th grade,services,services,Mathematics,2,2 to 5 hours,1,0,100.0,9,9,0,6.0,0,Fail,At-Risk,-9,High Risk
STU-430236AA,GP,F,19,U,GT3,T,5th to 9th grade,at_home,other,Mathematics,2,2 to 5 hours,0,20,78.49,14,12,13,13.0,13,Pass,Satisfactory,-1,Medium Risk
STU-9694C38D,GP,M,19,U,GT3,T,5th to 9th grade,other,services,Mathematics,2,2 to 5 hours,1,3,96.77,13,11,11,11.67,11,Pass,Satisfactory,-2,Medium Risk
STU-B4C8AE05,GP,F,19,U,LE3,T,Secondary Education,services,other,Mathematics,2,2 to 5 hours,1,22,76.34,13,10,11,11.33,11,Pass,Satisfactory,-2,Medium Risk
STU-055BA87C,GP,F,19,U,GT3,T,Primary (4th grade),at_home,health,Mathematics,3,5 to 10 hours,2,14,84.95,15,13,13,13.67,13,Pass,Satisfactory,-2,Medium Risk
STU-3D4DFEA8,GP,F,19,R,GT3,T,Secondary Education,other,other,Mathematics,3,5 to 10 hours,1,40,56.99,13,11,11,11.67,11,Pass,Satisfactory,-2,Medium Risk
STU-94E39F61,GP,F,18,U,GT3,T,5th to 9th grade,services,other,Mathematics,2,2 to 5 hours,0,0,100.0,8,8,0,5.33,0,Fail,At-Risk,-8,Medium Risk
STU-DD8DF6E2,GP,F,18,U,GT3,T,Higher Education,other,other,Mathematics,3,5 to 10 hours,0,9,90.32,9,10,9,9.33,9,Fail,At-Risk,0,Medium Risk
STU-AA3A7090,GP,F,17,R,GT3,T,Higher Education,at_home,services,Mathematics,3,5 to 10 hours,0,0,100.0,11,11,10,10.67,10,Pass,Satisfactory,-1,Low Risk
STU-5B44A9D3,GP,F,18,U,GT3,T,Higher Education,teacher,other,Mathematics,2,2 to 5 hours,0,2,97.85,11,11,11,11.0,11,Pass,Satisfactory,0,Low Risk
STU-DE2ACAEE,GP,F,17,U,GT3,A,Higher Education,services,services,Mathematics,2,2 to 5 hours,0,23,75.27,13,13,13,13.0,13,Pass,Satisfactory,0,Medium Risk
STU-5A229EF5,GP,F,17,U,GT3,T,5th to 9th grade,other,other,Mathematics,2,2 to 5 hours,0,12,87.1,11,9,9,9.67,9,Fail,At-Risk,-2,High Risk
STU-A8C0AD64,GP,F,17,R,LE3,T,5th to 9th grade,services,services,Mathematics,3,5 to 10 hours,0,3,96.77,11,11,11,11.0,11,Pass,Satisfactory,0,Low Risk
STU-99ED1429,GP,F,17,U,GT3,T,Secondary Education,services,services,Mathematics,3,5 to 10 hours,0,1,98.92,12,14,15,13.67,15,Pass,Good,3,Low Risk
STU-51385447,GP,F,17,U,LE3,T,5th to 9th grade,at_home,at_home,Mathematics,3,5 to 10 hours,0,0,100.0,16,15,15,15.33,15,Pass,Good,-1,Low Risk
STU-3DB65053,GP,M,18,U,GT3,T,Higher Education,other,other,Mathematics,3,5 to 10 hours,0,3,96.77,9,12,11,10.67,11,Pass,Satisfactory,2,Low Risk
STU-4567FD41,GP,M,17,U,GT3,T,Secondary Education,other,services,Mathematics,1,<2 hours,0,3,96.77,14,15,16,15.0,16,Pass,Distinction,2,Low Risk
STU-01EB470B,GP,M,17,R,GT3,T,5th to 9th grade,services,other,Mathematics,1,<2 hours,0,8,91.4,11,10,10,10.33,10,Pass,Satisfactory,-1,Low Risk
STU-8ADF8E42,GP,F,17,U,GT3,T,Higher Education,teacher,services,Mathematics,3,5 to 10 hours,0,7,92.47,10,9,9,9.33,9,Fail,At-Risk,-1,Medium Risk
STU-5D4FC8BB,GP,F,17,U,GT3,T,Higher Education,teacher,teacher,Mathematics,3,5 to 10 hours,0,4,95.7,14,14,14,14.0,14,Pass,Good,0,Low Risk
STU-E8C83903,GP,M,18,U,LE3,T,5th to 9th grade,other,other,Mathematics,4,>10 hours,0,2,97.85,9,8,8,8.33,8,Fail,At-Risk,-1,Medium Risk
STU-DF3DFD1C,GP,F,17,R,GT3,T,Higher Education,at_home,other,Mathematics,3,5 to 10 hours,0,7,92.47,12,14,14,13.33,14,Pass,Good,2,Low Risk
STU-CFE96450,GP,F,18,U,GT3,T,Secondary Education,services,services,Mathematics,2,2 to 5 hours,0,0,100.0,7,0,0,2.33,0,Fail,At-Risk,-7,Medium Risk
STU-6EDD3247,GP,F,18,U,LE3,T,5th to 9th grade,other,other,Mathematics,2,2 to 5 hours,0,0,100.0,8,8,0,5.33,0,Fail,At-Risk,-8,Medium Risk
STU-2DDFB354,GP,F,18,R,GT3,T,5th to 9th grade,at_home,other,Mathematics,4,>10 hours,0,0,100.0,10,9,0,6.33,0,Fail,At-Risk,-10,Medium Risk
STU-904B8855,GP,F,17,U,GT3,T,Higher Education,services,other,Mathematics,3,5 to 10 hours,0,16,82.8,16,15,15,15.33,15,Pass,Good,-1,Medium Risk
STU-1668F683,GP,F,19,R,GT3,A,Secondary Education,services,at_home,Mathematics,3,5 to 10 hours,1,12,87.1,14,13,13,13.33,13,Pass,Satisfactory,-1,Medium Risk
STU-32AC7410,GP,F,17,U,GT3,T,Secondary Education,other,other,Mathematics,2,2 to 5 hours,0,0,100.0,7,8,0,5.0,0,Fail,At-Risk,-7,Medium Risk
STU-0638F977,GP,F,18,U,LE3,T,Secondary Education,services,services,Mathematics,4,>10 hours,0,7,92.47,16,15,17,16.0,17,Pass,Distinction,1,Low Risk
STU-6DF9BB94,GP,F,17,R,GT3,A,Secondary Education,other,other,Mathematics,2,2 to 5 hours,0,4,95.7,9,10,10,9.67,10,Pass,Satisfactory,1,Low Risk
STU-D3126E3E,GP,F,19,U,GT3,T,5th to 9th grade,services,services,Mathematics,3,5 to 10 hours,1,4,95.7,11,12,11,11.33,11,Pass,Satisfactory,0,Medium Risk
STU-CD81E3F8,GP,M,18,U,LE3,T,Higher Education,services,other,Mathematics,2,2 to 5 hours,0,11,88.17,16,15,15,15.33,15,Pass,Good,-1,Medium Risk
STU-21DAB688,GP,F,17,U,GT3,A,5th to 9th grade,at_home,at_home,Mathematics,2,2 to 5 hours,1,0,100.0,9,8,0,5.67,0,Fail,At-Risk,-9,High Risk
STU-732F6983,GP,F,18,U,GT3,T,Secondary Education,at_home,other,Mathematics,3,5 to 10 hours,0,4,95.7,11,10,10,10.33,10,Pass,Satisfactory,-1,Low Risk
STU-70C171D3,GP,F,18,U,GT3,T,Secondary Education,other,services,Mathematics,3,5 to 10 hours,0,7,92.47,13,13,14,13.33,14,Pass,Good,1,Low Risk
STU-3F9ADA08,GP,M,18,R,GT3,T,Higher Education,teacher,services,Mathematics,3,5 to 10 hours,0,9,90.32,16,15,16,15.67,16,Pass,Distinction,0,Low Risk
STU-51027C17,GP,M,18,U,GT3,T,Higher Education,teacher,other,Mathematics,3,5 to 10 hours,0,0,100.0,10,10,9,9.67,9,Fail,At-Risk,-1,Medium Risk
STU-18F11CAF,GP,F,17,U,GT3,T,Higher Education,health,other,Mathematics,3,5 to 10 hours,0,0,100.0,13,15,15,14.33,15,Pass,Good,2,Low Risk
STU-0686CB8F,MS,M,18,R,GT3,T,Secondary Education,other,other,Mathematics,1,<2 hours,1,10,89.25,11,13,13,12.33,13,Pass,Satisfactory,2,Medium Risk
STU-9F297993,MS,M,19,R,GT3,T,Primary (4th grade),other,services,Mathematics,2,2 to 5 hours,3,8,91.4,8,7,8,7.67,8,Fail,At-Risk,0,High Risk
STU-84F79B9A,MS,M,17,U,GT3,T,Secondary Education,health,other,Mathematics,2,2 to 5 hours,0,2,97.85,13,13,13,13.0,13,Pass,Satisfactory,0,Low Risk
STU-B10FDE2C,MS,M,18,U,LE3,T,Secondary Education,at_home,services,Mathematics,1,<2 hours,1,7,92.47,8,7,8,7.67,8,Fail,At-Risk,0,High Risk
STU-D3220DD4,MS,M,19,R,GT3,T,Primary (4th grade),other,other,Mathematics,1,<2 hours,1,4,95.7,8,8,8,8.0,8,Fail,At-Risk,0,High Risk
STU-3DDAF610,MS,M,17,R,GT3,T,Higher Education,services,other,Mathematics,2,2 to 5 hours,0,4,95.7,13,11,11,11.67,11,Pass,Satisfactory,-2,Low Risk
STU-9E49539E,MS,F,18,U,GT3,T,Secondary Education,services,services,Mathematics,2,2 to 5 hours,0,0,100.0,10,9,9,9.33,9,Fail,At-Risk,-1,Medium Risk
STU-DFE44DDA,MS,F,17,R,GT3,T,Higher Education,teacher,services,Mathematics,2,2 to 5 hours,0,4,95.7,12,13,13,12.67,13,Pass,Satisfactory,1,Low Risk
STU-4061D44D,MS,F,17,U,LE3,A,Secondary Education,services,other,Mathematics,2,2 to 5 hours,0,2,97.85,12,12,11,11.67,11,Pass,Satisfactory,-1,Low Risk
STU-33700E51,MS,M,18,U,LE3,T,Primary (4th grade),other,services,Mathematics,1,<2 hours,0,4,95.7,10,10,10,10.0,10,Pass,Satisfactory,0,Low Risk
STU-42CD0E75,MS,F,18,U,LE3,T,Primary (4th grade),at_home,services,Mathematics,3,5 to 10 hours,0,0,100.0,18,16,16,16.67,16,Pass,Distinction,-2,Low Risk
STU-DD40117C,MS,F,18,R,LE3,A,Higher Education,at_home,other,Mathematics,2,2 to 5 hours,0,0,100.0,13,13,13,13.0,13,Pass,Satisfactory,0,Low Risk
STU-224B67E3,MS,M,18,R,LE3,T,Primary (4th grade),at_home,other,Mathematics,2,2 to 5 hours,1,2,97.85,13,12,12,12.33,12,Pass,Satisfactory,-1,Medium Risk
STU-8D860544,MS,F,18,U,GT3,T,Secondary Education,services,services,Mathematics,2,2 to 5 hours,0,0,100.0,11,11,10,10.67,10,Pass,Satisfactory,-1,Low Risk
STU-C73835A0,MS,F,17,U,LE3,T,Higher Education,at_home,at_home,Mathematics,2,2 to 5 hours,0,0,100.0,16,15,15,15.33,15,Pass,Good,-1,Low Risk
STU-4A82C4A3,MS,F,17,R,GT3,T,5th to 9th grade,other,services,Mathematics,2,2 to 5 hours,0,0,100.0,12,11,12,11.67,12,Pass,Satisfactory,0,Low Risk
STU-D415BBAC,MS,M,18,R,GT3,T,Secondary Education,at_home,other,Mathematics,2,2 to 5 hours,0,4,95.7,10,10,10,10.0,10,Pass,Satisfactory,0,Low Risk
STU-C96F7513,MS,M,18,U,LE3,T,Higher Education,teacher,services,Mathematics,3,5 to 10 hours,0,0,100.0,13,13,13,13.0,13,Pass,Satisfactory,0,Low Risk
STU-68EC39A5,MS,F,17,R,GT3,T,Primary (4th grade),other,services,Mathematics,1,<2 hours,1,0,100.0,7,6,0,4.33,0,Fail,At-Risk,-7,High Risk
STU-ED2890D4,MS,F,18,U,GT3,T,Secondary Education,at_home,services,Mathematics,1,<2 hours,0,0,100.0,11,10,10,10.33,10,Pass,Satisfactory,-1,Low Risk
STU-ED287E8F,MS,F,18,R,GT3,T,Higher Education,other,teacher,Mathematics,2,2 to 5 hours,0,10,89.25,14,12,11,12.33,11,Pass,Satisfactory,-3,Low Risk
STU-C63135EB,MS,F,19,U,LE3,T,Secondary Education,services,services,Mathematics,2,2 to 5 hours,2,4,95.7,7,7,9,7.67,9,Fail,At-Risk,2,High Risk
STU-D0DDB203,MS,M,18,R,LE3,T,5th to 9th grade,at_home,services,Mathematics,1,<2 hours,0,3,96.77,14,12,12,12.67,12,Pass,Satisfactory,-2,Low Risk
STU-48FC5D1C,MS,F,17,U,GT3,T,5th to 9th grade,other,at_home,Mathematics,3,5 to 10 hours,0,8,91.4,13,11,11,11.67,11,Pass,Satisfactory,-2,Low Risk
STU-8645C616,MS,F,17,R,GT3,T,5th to 9th grade,other,other,Mathematics,1,<2 hours,0,14,84.95,6,5,5,5.33,5,Fail,At-Risk,-1,High Risk
STU-C1D8824B,MS,F,18,R,LE3,T,Higher Education,other,other,Mathematics,3,5 to 10 hours,0,0,100.0,19,18,19,18.67,19,Pass,Distinction,0,Low Risk
STU-FE883270,MS,F,18,R,GT3,T,Primary (4th grade),other,other,Mathematics,3,5 to 10 hours,0,2,97.85,8,8,10,8.67,10,Pass,Satisfactory,2,Low Risk
STU-F513BE06,MS,F,20,U,GT3,T,Higher Education,health,other,Mathematics,3,5 to 10 hours,2,4,95.7,15,14,15,14.67,15,Pass,Good,0,Medium Risk
STU-9A79F1EE,MS,F,18,R,LE3,T,Higher Education,teacher,services,Mathematics,2,2 to 5 hours,0,4,95.7,8,9,10,9.0,10,Pass,Satisfactory,2,Low Risk
STU-523CB612,MS,F,18,U,GT3,T,Secondary Education,other,other,Mathematics,2,2 to 5 hours,0,0,100.0,15,15,15,15.0,15,Pass,Good,0,Low Risk
STU-C547C143,MS,F,17,R,GT3,T,Secondary Education,at_home,other,Mathematics,2,2 to 5 hours,0,17,81.72,10,10,10,10.0,10,Pass,Satisfactory,0,Medium Risk
STU-8A5579F7,MS,M,18,U,GT3,T,Higher Education,teacher,teacher,Mathematics,2,2 to 5 hours,0,4,95.7,15,14,14,14.33,14,Pass,Good,-1,Low Risk
STU-84E6366F,MS,M,18,R,GT3,T,5th to 9th grade,other,other,Mathematics,1,<2 hours,0,5,94.62,7,6,7,6.67,7,Fail,At-Risk,0,Medium Risk
STU-06BDF63B,MS,M,17,U,GT3,T,Secondary Education,other,services,Mathematics,2,2 to 5 hours,0,2,97.85,11,11,10,10.67,10,Pass,Satisfactory,-1,Low Risk
STU-8717E8F0,MS,M,19,R,GT3,T,Primary (4th grade),other,services,Mathematics,1,<2 hours,1,0,100.0,6,5,0,3.67,0,Fail,At-Risk,-6,High Risk
STU-9E51D21F,MS,M,18,R,GT3,T,Higher Education,other,other,Mathematics,1,<2 hours,1,14,84.95,6,5,5,5.33,5,Fail,At-Risk,-1,High Risk
STU-F1CCF36D,MS,F,18,R,GT3,T,5th to 9th grade,at_home,other,Mathematics,3,5 to 10 hours,0,2,97.85,10,9,10,9.67,10,Pass,Satisfactory,0,Low Risk
STU-995D869B,MS,F,18,R,GT3,T,Higher Education,teacher,at_home,Mathematics,1,<2 hours,0,7,92.47,6,5,6,5.67,6,Fail,At-Risk,0,Medium Risk
STU-D67573DD,MS,F,19,R,GT3,T,Secondary Education,services,other,Mathematics,3,5 to 10 hours,1,0,100.0,7,5,0,4.0,0,Fail,At-Risk,-7,High Risk
STU-6B793CCF,MS,F,18,U,LE3,T,Secondary Education,teacher,services,Mathematics,2,2 to 5 hours,0,0,100.0,7,9,8,8.0,8,Fail,At-Risk,1,Medium Risk
STU-68A811B9,MS,F,18,U,GT3,T,Primary (4th grade),other,other,Mathematics,2,2 to 5 hours,1,0,100.0,6,5,0,3.67,0,Fail,At-Risk,-6,High Risk
STU-C84026A2,MS,M,20,U,LE3,A,5th to 9th grade,services,services,Mathematics,2,2 to 5 hours,2,11,88.17,9,9,9,9.0,9,Fail,At-Risk,0,High Risk
STU-FA0CCB2F,MS,M,17,U,LE3,T,Secondary Education,services,services,Mathematics,1,<2 hours,0,3,96.77,14,16,16,15.33,16,Pass,Distinction,2,Low Risk
STU-9569D833,MS,M,21,R,GT3,T,Primary (4th grade),other,other,Mathematics,1,<2 hours,3,3,96.77,10,8,7,8.33,7,Fail,At-Risk,-3,High Risk
STU-D61AD816,MS,M,18,R,LE3,T,Secondary Education,services,other,Mathematics,1,<2 hours,0,0,100.0,11,12,10,11.0,10,Pass,Satisfactory,-1,Low Risk
STU-A8023ED7,MS,M,19,U,LE3,T,Primary (4th grade),other,at_home,Mathematics,1,<2 hours,0,5,94.62,8,9,9,8.67,9,Fail,At-Risk,1,Medium Risk
STU-7081F9F9,GP,F,18,U,GT3,A,Higher Education,at_home,teacher,Portuguese,2,2 to 5 hours,0,4,95.7,0,11,11,7.33,11,Pass,Satisfactory,11,Low Risk
STU-456C1019,GP,F,17,U,GT3,T,Primary (4th grade),at_home,other,Portuguese,2,2 to 5 hours,0,2,97.85,9,11,11,10.33,11,Pass,Satisfactory,2,Low Risk
STU-2E1D48C5,GP,F,15,U,LE3,T,Primary (4th grade),at_home,other,Portuguese,2,2 to 5 hours,0,6,93.55,12,13,12,12.33,12,Pass,Satisfactory,0,Low Risk
STU-7B84202E,GP,F,15,U,GT3,T,Higher Education,health,services,Portuguese,3,5 to 10 hours,0,0,100.0,14,14,14,14.0,14,Pass,Good,0,Low Risk
STU-8F44186E,GP,F,16,U,GT3,T,Secondary Education,other,other,Portuguese,2,2 to 5 hours,0,0,100.0,11,13,13,12.33,13,Pass,Satisfactory,2,Low Risk
STU-E3F7485F,GP,M,16,U,LE3,T,Higher Education,services,other,Portuguese,2,2 to 5 hours,0,6,93.55,12,12,13,12.33,13,Pass,Satisfactory,1,Low Risk
STU-48BF80C7,GP,M,16,U,LE3,T,5th to 9th grade,other,other,Portuguese,2,2 to 5 hours,0,0,100.0,13,12,13,12.67,13,Pass,Satisfactory,0,Low Risk
STU-0D817C3D,GP,F,17,U,GT3,A,Higher Education,other,teacher,Portuguese,2,2 to 5 hours,0,2,97.85,10,13,13,12.0,13,Pass,Satisfactory,3,Low Risk
STU-22A4FBE2,GP,M,15,U,LE3,A,Secondary Education,services,other,Portuguese,2,2 to 5 hours,0,0,100.0,15,16,17,16.0,17,Pass,Distinction,2,Low Risk
STU-15652EDE,GP,M,15,U,GT3,T,Higher Education,other,other,Portuguese,2,2 to 5 hours,0,0,100.0,12,12,13,12.33,13,Pass,Satisfactory,1,Low Risk
STU-39585AE6,GP,F,15,U,GT3,T,Higher Education,teacher,health,Portuguese,2,2 to 5 hours,0,2,97.85,14,14,14,14.0,14,Pass,Good,0,Low Risk
STU-1F46ED13,GP,F,15,U,GT3,T,5th to 9th grade,services,other,Portuguese,3,5 to 10 hours,0,0,100.0,10,12,13,11.67,13,Pass,Satisfactory,3,Low Risk
STU-73E7FA9E,GP,M,15,U,LE3,T,Higher Education,health,services,Portuguese,1,<2 hours,0,0,100.0,12,13,12,12.33,12,Pass,Satisfactory,0,Low Risk
STU-5202D937,GP,M,15,U,GT3,T,Higher Education,teacher,other,Portuguese,2,2 to 5 hours,0,0,100.0,12,12,13,12.33,13,Pass,Satisfactory,1,Low Risk
STU-68C122A3,GP,M,15,U,GT3,A,5th to 9th grade,other,other,Portuguese,3,5 to 10 hours,0,0,100.0,14,14,15,14.33,15,Pass,Good,1,Low Risk
STU-F0AAADE2,GP,F,16,U,GT3,T,Higher Education,health,other,Portuguese,1,<2 hours,0,6,93.55,17,17,17,17.0,17,Pass,Distinction,0,Low Risk
STU-F25656AE,GP,F,16,U,GT3,T,Higher Education,services,services,Portuguese,3,5 to 10 hours,0,10,89.25,13,13,14,13.33,14,Pass,Good,1,Low Risk
STU-9EA47A4E,GP,F,16,U,GT3,T,Secondary Education,other,other,Portuguese,2,2 to 5 hours,0,2,97.85,13,14,14,13.67,14,Pass,Good,1,Low Risk
STU-503B3244,GP,M,17,U,GT3,T,Secondary Education,services,services,Portuguese,1,<2 hours,3,2,97.85,8,8,7,7.67,7,Fail,At-Risk,-1,High Risk
STU-419D39B0,GP,M,16,U,LE3,T,Higher Education,health,other,Portuguese,1,<2 hours,0,6,93.55,12,12,12,12.0,12,Pass,Satisfactory,0,Low Risk
STU-114E9CD1,GP,M,15,U,GT3,T,Higher Education,teacher,other,Portuguese,2,2 to 5 hours,0,0,100.0,12,13,14,13.0,14,Pass,Good,2,Low Risk
STU-9D0FB92A,GP,M,15,U,GT3,T,Higher Education,health,health,Portuguese,1,<2 hours,0,0,100.0,11,12,12,11.67,12,Pass,Satisfactory,1,Low Risk
STU-C936C263,GP,M,16,U,LE3,T,Higher Education,teacher,other,Portuguese,2,2 to 5 hours,0,0,100.0,12,13,14,13.0,14,Pass,Good,2,Low Risk
STU-AB078B4C,GP,M,16,U,LE3,T,5th to 9th grade,other,other,Portuguese,2,2 to 5 hours,0,2,97.85,10,10,10,10.0,10,Pass,Satisfactory,0,Low Risk
STU-5DC4E551,GP,F,15,R,GT3,T,Higher Education,services,health,Portuguese,3,5 to 10 hours,0,2,97.85,10,11,10,10.33,10,Pass,Satisfactory,0,Low Risk
STU-719CD4A4,GP,F,16,U,GT3,T,5th to 9th grade,services,services,Portuguese,1,<2 hours,0,6,93.55,10,11,12,11.0,12,Pass,Satisfactory,2,Low Risk
STU-6D322426,GP,M,15,U,GT3,T,5th to 9th grade,other,other,Portuguese,1,<2 hours,0,8,91.4,11,12,12,11.67,12,Pass,Satisfactory,1,Low Risk
STU-4595E9E2,GP,M,15,U,GT3,T,Higher Education,health,services,Portuguese,1,<2 hours,0,0,100.0,11,11,11,11.0,11,Pass,Satisfactory,0,Low Risk
STU-09EA8E11,GP,M,16,U,LE3,A,Higher Education,services,other,Portuguese,2,2 to 5 hours,0,2,97.85,12,12,13,12.33,13,Pass,Satisfactory,1,Low Risk
STU-D1F6A181,GP,M,16,U,GT3,T,Higher Education,teacher,teacher,Portuguese,2,2 to 5 hours,0,4,95.7,12,11,12,11.67,12,Pass,Satisfactory,0,Low Risk
STU-007A4610,GP,M,15,U,GT3,T,Higher Education,health,services,Portuguese,2,2 to 5 hours,0,0,100.0,10,11,11,10.67,11,Pass,Satisfactory,1,Low Risk
STU-B6B62C92,GP,M,15,U,GT3,T,Higher Education,services,services,Portuguese,2,2 to 5 hours,0,2,97.85,15,15,15,15.0,15,Pass,Good,0,Low Risk
STU-168BC7D4,GP,M,15,R,GT3,T,Higher Education,teacher,at_home,Portuguese,2,2 to 5 hours,0,0,100.0,13,14,15,14.0,15,Pass,Good,2,Low Risk
STU-232FC95D,GP,M,15,U,LE3,T,Secondary Education,other,other,Portuguese,2,2 to 5 hours,0,0,100.0,13,12,12,12.33,12,Pass,Satisfactory,-1,Low Risk
STU-0F7F1639,GP,M,16,U,GT3,T,Secondary Education,other,other,Portuguese,1,<2 hours,0,4,95.7,12,12,12,12.0,12,Pass,Satisfactory,0,Low Risk
STU-346D1ED8,GP,F,15,U,GT3,T,Secondary Education,other,other,Portuguese,1,<2 hours,0,4,95.7,11,11,11,11.0,11,Pass,Satisfactory,0,Low Risk
STU-54B1B380,GP,M,15,U,LE3,T,Higher Education,teacher,services,Portuguese,3,5 to 10 hours,0,0,100.0,14,14,14,14.0,14,Pass,Good,0,Low Risk
STU-6FAAC800,GP,M,16,R,GT3,A,Higher Education,other,teacher,Portuguese,3,5 to 10 hours,0,4,95.7,13,13,13,13.0,13,Pass,Satisfactory,0,Low Risk
STU-9F641579,GP,F,15,R,GT3,T,Higher Education,services,health,Portuguese,3,5 to 10 hours,0,2,97.85,11,12,12,11.67,12,Pass,Satisfactory,1,Low Risk
STU-5FDCA47D,GP,F,15,R,GT3,T,5th to 9th grade,at_home,other,Portuguese,1,<2 hours,0,8,91.4,14,13,12,13.0,12,Pass,Satisfactory,-2,Low Risk
STU-7615AB39,GP,F,16,U,LE3,T,5th to 9th grade,other,other,Portuguese,2,2 to 5 hours,0,16,82.8,11,11,10,10.67,10,Pass,Satisfactory,-1,Medium Risk
STU-7D7B1066,GP,M,15,U,LE3,T,Higher Education,teacher,other,Portuguese,1,<2 hours,0,8,91.4,10,11,11,10.67,11,Pass,Satisfactory,1,Low Risk
STU-A563A07E,GP,M,15,U,GT3,T,Higher Education,services,teacher,Portuguese,2,2 to 5 hours,0,0,100.0,14,15,15,14.67,15,Pass,Good,1,Low Risk
STU-98DBE181,GP,M,15,U,GT3,T,5th to 9th grade,services,services,Portuguese,1,<2 hours,0,0,100.0,9,10,10,9.67,10,Pass,Satisfactory,1,Low Risk
STU-9FE78E02,GP,F,16,U,LE3,T,5th to 9th grade,other,at_home,Portuguese,2,2 to 5 hours,1,14,84.95,10,11,11,10.67,11,Pass,Satisfactory,1,Medium Risk
STU-BD00A41C,GP,F,15,U,LE3,A,Higher Education,other,other,Portuguese,2,2 to 5 hours,0,4,95.7,10,11,11,10.67,11,Pass,Satisfactory,1,Low Risk
STU-E1BA4C96,GP,F,16,U,LE3,A,Secondary Education,other,services,Portuguese,2,2 to 5 hours,0,6,93.55,13,12,13,12.67,13,Pass,Satisfactory,0,Low Risk
STU-2D3C97A6,GP,M,16,U,GT3,T,Higher Education,health,services,Portuguese,4,>10 hours,0,2,97.85,17,17,17,17.0,17,Pass,Distinction,0,Low Risk
STU-B20B9336,GP,M,15,U,GT3,T,Higher Education,teacher,other,Portuguese,2,2 to 5 hours,0,4,95.7,11,12,13,12.0,13,Pass,Satisfactory,2,Low Risk
STU-22671154,GP,F,15,U,GT3,T,Higher Education,services,teacher,Portuguese,2,2 to 5 hours,0,2,97.85,13,12,12,12.33,12,Pass,Satisfactory,-1,Low Risk
STU-87E1D54F,GP,F,16,U,LE3,T,5th to 9th grade,services,services,Portuguese,2,2 to 5 hours,0,0,100.0,14,13,13,13.33,13,Pass,Satisfactory,-1,Low Risk
STU-69114641,GP,F,15,U,LE3,T,Higher Education,health,other,Portuguese,2,2 to 5 hours,0,0,100.0,16,14,16,15.33,16,Pass,Distinction,0,Low Risk
STU-A50F99FB,GP,M,15,U,LE3,A,Higher Education,health,health,Portuguese,1,<2 hours,0,4,95.7,10,9,9,9.33,9,Fail,At-Risk,-1,Medium Risk
STU-3D23468A,GP,F,15,U,GT3,T,Higher Education,services,services,Portuguese,1,<2 hours,0,0,100.0,13,12,12,12.33,12,Pass,Satisfactory,-1,Low Risk
STU-B3E524BB,GP,F,15,U,LE3,A,Secondary Education,other,other,Portuguese,1,<2 hours,0,0,100.0,13,12,13,12.67,13,Pass,Satisfactory,0,Low Risk
STU-E43870D1,GP,F,16,U,GT3,A,5th to 9th grade,other,other,Portuguese,2,2 to 5 hours,0,2,97.85,12,13,12,12.33,12,Pass,Satisfactory,0,Low Risk
STU-F25C7CF0,GP,F,15,U,GT3,A,Higher Education,services,services,Portuguese,2,2 to 5 hours,0,0,100.0,15,14,15,14.67,15,Pass,Good,0,Low Risk
STU-300C102A,GP,M,15,U,GT3,T,Higher Education,teacher,health,Portuguese,2,2 to 5 hours,0,8,91.4,15,15,16,15.33,16,Pass,Distinction,1,Low Risk
STU-A8678075,GP,M,15,U,LE3,T,5th to 9th grade,other,at_home,Portuguese,2,2 to 5 hours,0,0,100.0,14,13,14,13.67,14,Pass,Good,0,Low Risk
STU-401BD1B7,GP,F,16,U,GT3,T,Higher Education,services,other,Portuguese,2,2 to 5 hours,0,2,97.85,16,15,16,15.67,16,Pass,Distinction,0,Low Risk
STU-0192628A,GP,F,16,R,GT3,T,Higher Education,health,teacher,Portuguese,2,2 to 5 hours,0,0,100.0,17,16,16,16.33,16,Pass,Distinction,-1,Low Risk
STU-0BA134A2,GP,F,16,U,GT3,T,Primary (4th grade),services,services,Portuguese,1,<2 hours,0,0,100.0,10,10,16,12.0,16,Pass,Distinction,6,Low Risk
STU-687206FE,GP,F,16,U,LE3,T,5th to 9th grade,other,services,Portuguese,2,2 to 5 hours,0,0,100.0,13,13,10,12.0,10,Pass,Satisfactory,-3,Low Risk
STU-FF9874A2,GP,F,16,U,GT3,T,Higher Education,teacher,health,Portuguese,3,5 to 10 hours,0,0,100.0,14,13,13,13.33,13,Pass,Satisfactory,-1,Low Risk
STU-5F6AA41F,GP,F,15,U,LE3,T,Higher Education,services,services,Portuguese,2,2 to 5 hours,0,0,100.0,13,12,12,12.33,12,Pass,Satisfactory,-1,Low Risk
