student_id,subject,studytime,study_time_category,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,attendance_rate,g1,g2,g3
STU-995D869B,Mathematics,1,<2 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,92.47,6,5,6
STU-D67573DD,Mathematics,3,5 to 10 hours,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,100.0,7,5,0
STU-6B793CCF,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0,100.0,7,9,8
STU-68A811B9,Mathematics,2,2 to 5 hours,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0,100.0,6,5,0
STU-C84026A2,Mathematics,2,2 to 5 hours,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11,88.17,9,9,9
STU-FA0CCB2F,Mathematics,1,<2 hours,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,96.77,14,16,16
STU-9569D833,Mathematics,1,<2 hours,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,96.77,10,8,7
STU-D61AD816,Mathematics,1,<2 hours,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,100.0,11,12,10
STU-A8023ED7,Mathematics,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5,94.62,8,9,9
STU-7081F9F9,Portuguese,2,2 to 5 hours,0,yes,no,no,no,yes,yes,no,no,4,3,4,1,1,3,4,95.7,0,11,11
STU-456C1019,Portuguese,2,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,1,3,2,97.85,9,11,11
STU-2E1D48C5,Portuguese,2,2 to 5 hours,0,yes,no,no,no,yes,yes,yes,no,4,3,2,2,3,3,6,93.55,12,13,12
STU-7B84202E,Portuguese,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,3,2,2,1,1,5,0,100.0,14,14,14
STU-8F44186E,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,2,5,0,100.0,11,13,13
STU-E3F7485F,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,2,5,6,93.55,12,12,13
STU-48BF80C7,Portuguese,2,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,1,3,0,100.0,13,12,13
STU-0D817C3D,Portuguese,2,2 to 5 hours,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,1,2,97.85,10,13,13
STU-22A4FBE2,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,1,1,0,100.0,15,16,17
STU-15652EDE,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,5,1,1,1,5,0,100.0,12,12,13
STU-39585AE6,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,3,3,3,1,2,2,2,97.85,14,14,14
STU-1F46ED13,Portuguese,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,0,100.0,10,12,13
STU-73E7FA9E,Portuguese,1,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,3,5,0,100.0,12,13,12
STU-5202D937,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,3,0,100.0,12,12,13
STU-68C122A3,Portuguese,3,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,3,0,100.0,14,14,15
STU-F0AAADE2,Portuguese,1,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,6,93.55,17,17,17
STU-F25656AE,Portuguese,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,3,2,3,1,2,2,10,89.25,13,13,14
STU-9EA47A4E,Portuguese,2,2 to 5 hours,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,2,97.85,13,14,14
STU-503B3244,Portuguese,1,<2 hours,3,no,yes,yes,yes,yes,yes,yes,no,5,5,5,2,4,5,2,97.85,8,8,7
STU-419D39B0,Portuguese,1,<2 hours,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,5,6,93.55,12,12,12
STU-114E9CD1,Portuguese,2,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,4,4,1,1,1,1,0,100.0,12,13,14
STU-9D0FB92A,Portuguese,1,<2 hours,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,5,0,100.0,11,12,12
STU-C936C263,Portuguese,2,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,3,5,0,100.0,12,13,14
STU-AB078B4C,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,5,2,97.85,10,10,10
STU-5DC4E551,Portuguese,3,5 to 10 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,97.85,10,11,10
STU-719CD4A4,Portuguese,1,<2 hours,0,no,yes,no,no,no,yes,yes,no,1,2,2,1,3,5,6,93.55,10,11,12
STU-6D322426,Portuguese,1,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,5,8,91.4,11,12,12
STU-4595E9E2,Portuguese,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,2,2,4,2,4,1,0,100.0,11,11,11
STU-09EA8E11,Portuguese,2,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,2,97.85,12,12,13
STU-D1F6A181,Portuguese,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,4,95.7,12,11,12
STU-007A4610,Portuguese,2,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,5,0,100.0,10,11,11
STU-B6B62C92,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,5,2,97.85,15,15,15
STU-168BC7D4,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,0,100.0,13,14,15
STU-232FC95D,Portuguese,2,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,0,100.0,13,12,12
STU-0F7F1639,Portuguese,1,<2 hours,0,no,yes,no,no,no,yes,yes,no,5,4,3,1,1,5,4,95.7,12,12,12
STU-346D1ED8,Portuguese,1,<2 hours,0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,1,5,4,95.7,11,11,11
STU-54B1B380,Portuguese,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,0,100.0,14,14,14
STU-6FAAC800,Portuguese,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,1,5,4,95.7,13,13,13
STU-9F641579,Portuguese,3,5 to 10 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,97.85,11,12,12
STU-5FDCA47D,Portuguese,1,<2 hours,0,yes,yes,no,yes,yes,yes,no,no,4,3,1,1,1,2,8,91.4,14,13,12
STU-7615AB39,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,3,16,82.8,11,11,10
STU-7D7B1066,Portuguese,1,<2 hours,0,no,yes,no,no,no,yes,yes,yes,5,4,3,2,4,5,8,91.4,10,11,11
STU-A563A07E,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,0,100.0,14,15,15
STU-98DBE181,Portuguese,1,<2 hours,0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1,1,0,100.0,9,10,10
STU-9FE78E02,Portuguese,2,2 to 5 hours,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,5,14,84.95,10,11,11
STU-BD00A41C,Portuguese,2,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,5,4,95.7,10,11,11
STU-E1BA4C96,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,2,3,5,1,4,3,6,93.55,13,12,13
STU-2D3C97A6,Portuguese,4,>10 hours,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,2,2,97.85,17,17,17
STU-B20B9336,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,4,3,3,2,2,5,4,95.7,11,12,13
STU-22671154,Portuguese,2,2 to 5 hours,0,yes,yes,no,yes,no,yes,yes,no,4,4,4,1,1,3,2,97.85,13,12,12
STU-87E1D54F,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,4,0,100.0,14,13,13
STU-69114641,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,100.0,16,14,16
STU-A50F99FB,Portuguese,1,<2 hours,0,no,no,no,no,yes,yes,no,no,5,5,5,3,4,5,4,95.7,10,9,9
STU-3D23468A,Portuguese,1,<2 hours,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,2,3,5,0,100.0,13,12,12
STU-B3E524BB,Portuguese,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,3,4,4,4,1,0,100.0,13,12,13
STU-E43870D1,Portuguese,2,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,3,4,1,1,2,2,97.85,12,13,12
STU-F25C7CF0,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,1,0,100.0,15,14,15
STU-300C102A,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,5,8,91.4,15,15,16
STU-A8678075,Portuguese,2,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,100.0,14,13,14
STU-401BD1B7,Portuguese,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,5,2,97.85,16,15,16
STU-0192628A,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,4,0,100.0,17,16,16
STU-0BA134A2,Portuguese,1,<2 hours,0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,5,5,0,100.0,10,10,16
STU-687206FE,Portuguese,2,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,1,0,100.0,13,13,10
STU-FF9874A2,Portuguese,3,5 to 10 hours,0,yes,yes,no,yes,yes,yes,yes,no,3,4,4,2,4,4,0,100.0,14,13,13
STU-5F6AA41F,Portuguese,2,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,2,0,100.0,13,12,12
STU-A0C55580,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,1,2,97.85,16,15,16
STU-30133F89,Portuguese,4,>10 hours,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,3,0,100.0,11,12,12
STU-0D15B186,Portuguese,4,>10 hours,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,2,5,0,100.0,10,9,10
STU-C2DED612,Portuguese,2,2 to 5 hours,0,yes,yes,no,no,yes,yes,yes,no,4,1,3,1,3,4,0,100.0,11,10,11
STU-5937C88F,Portuguese,4,>10 hours,0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,3,6,93.55,15,15,15
STU-D87B8E95,Portuguese,4,>10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,2,97.85,13,11,11
STU-E74C1FCA,Portuguese,4,>10 hours,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,0,100.0,11,9,10
STU-F0400DDC,Portuguese,2,2 to 5 hours,0,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,2,97.85,13,11,11
STU-5BDD2FB3,Portuguese,1,<2 hours,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,0,100.0,13,13,14
STU-E0D89C36,Portuguese,2,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,2,4,5,4,95.7,11,11,11
STU-98ED6E9D,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,5,0,100.0,11,11,11
STU-6681E7A7,Portuguese,4,>10 hours,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,0,100.0,12,11,11
STU-0A3D4FF8,Portuguese,4,>10 hours,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,3,3,1,98.92,13,13,13
STU-69668EB0,Portuguese,1,<2 hours,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,3,0,100.0,9,9,10
STU-DBD7451A,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,3,14,84.95,12,11,11
STU-C265FABC,Portuguese,1,<2 hours,0,yes,yes,no,yes,no,yes,yes,yes,3,2,2,1,3,3,0,100.0,11,11,12
STU-63A420DB,Portuguese,3,5 to 10 hours,0,yes,no,no,no,no,yes,yes,no,5,3,2,1,2,5,2,97.85,10,9,9
STU-FEFC7BE8,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,5,4,95.7,12,11,11
STU-A0D4610E,Portuguese,2,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,2,97.85,13,12,13
STU-18A00DB2,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,97.85,13,12,12
STU-85EF4016,Portuguese,2,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,3,5,4,95.7,12,11,12
STU-06CAEA8E,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,2,6,93.55,13,11,11
STU-610CC2D9,Portuguese,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,1,4,95.7,15,15,15
STU-9BB406DC,Portuguese,2,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,3,6,93.55,12,10,11
STU-794660FB,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,5,6,93.55,9,9,10
STU-9DF9B249,Portuguese,3,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,4,2,97.85,9,11,11
STU-A6E6FD26,Portuguese,1,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,3,1,6,93.55,14,13,13
STU-EEF94D78,Portuguese,2,2 to 5 hours,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,0,100.0,12,13,12
STU-E4B6DF55,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2,97.85,13,14,14
STU-93EB2F14,Portuguese,4,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,2,97.85,11,12,12
STU-75EFED09,Portuguese,4,>10 hours,0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,4,95.7,13,13,13
STU-46ADB2CE,Portuguese,1,<2 hours,0,yes,yes,yes,yes,no,yes,yes,no,3,3,3,1,1,4,6,93.55,9,11,11
STU-03E8CAC7,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,4,3,5,1,1,5,0,100.0,13,12,12
STU-EEBCF729,Portuguese,1,<2 hours,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,4,95.7,12,13,13
STU-9520AD4E,Portuguese,3,5 to 10 hours,0,yes,yes,no,no,yes,yes,yes,no,5,3,5,1,1,3,2,97.85,12,13,13
STU-F3C0B480,Portuguese,1,<2 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,5,5,5,5,4,12,87.1,9,9,8
STU-03237CBA,Portuguese,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,100.0,16,16,16
STU-23F7C36E,Portuguese,1,<2 hours,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,5,2,97.85,12,13,12
STU-60D2AE52,Portuguese,2,2 to 5 hours,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,1,1,2,16,82.8,11,10,10
STU-8C34293B,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,100.0,16,16,16
STU-44EF5F3E,Portuguese,4,>10 hours,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,89.25,10,10,10
STU-18B8E9FD,Portuguese,4,>10 hours,0,yes,yes,no,no,yes,yes,yes,no,5,1,2,1,1,3,4,95.7,10,10,10
STU-89274968,Portuguese,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,95.7,13,14,14
STU-ABFA4D58,Portuguese,4,>10 hours,0,no,yes,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,8,91.4,12,10,11
STU-D0F198AC,Portuguese,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,2,97.85,15,15,14
STU-63B707DA,Portuguese,1,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4,95.7,13,14,14
STU-945AD5F8,Portuguese,3,5 to 10 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,4,95.7,11,11,11
STU-281EA029,Portuguese,2,2 to 5 hours,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,12,87.1,8,10,10
STU-225F3192,Portuguese,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,89.25,18,17,18
STU-90B77E7D,Portuguese,2,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4,95.7,10,9,10
STU-11690B74,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,93.55,16,14,14
STU-C0C6373F,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4,95.7,16,15,16
STU-F4216162,Portuguese,1,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,6,93.55,14,14,15
STU-F4475577,Portuguese,2,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14,84.95,12,11,11
STU-C98B1F12,Portuguese,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,97.85,14,13,14
STU-951DF931,Portuguese,2,2 to 5 hours,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,100.0,14,14,14
STU-4450B4D0,Portuguese,4,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,93.55,14,13,13
STU-1E9EAC45,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,97.85,14,12,13
STU-DAAA60A0,Portuguese,1,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4,95.7,12,13,13
STU-AA8D33B7,Portuguese,2,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,100.0,12,11,11
STU-3CAF5445,Portuguese,1,<2 hours,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,2,97.85,9,9,9
STU-0D20982C,Portuguese,2,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,100.0,10,11,11
STU-90AC2BB0,Portuguese,2,2 to 5 hours,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,100.0,9,10,11
STU-8937BE7E,Portuguese,1,<2 hours,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,91.4,14,14,15
STU-DBED2E78,Portuguese,3,5 to 10 hours,0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,1,4,95.7,13,12,13
STU-E2ECAE54,Portuguese,3,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,100.0,10,11,12
STU-BBAC4735,Portuguese,2,2 to 5 hours,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,1,3,5,10,89.25,10,9,8
STU-55594F85,Portuguese,1,<2 hours,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,8,91.4,11,10,11
STU-B681FE76,Portuguese,1,<2 hours,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,93.55,11,12,13
STU-2062C61C,Portuguese,1,<2 hours,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,97.85,13,12,12
STU-EB3589B5,Portuguese,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,87.1,15,13,14
STU-D2A6279B,Portuguese,1,<2 hours,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,95.7,9,9,11
STU-F521A15A,Portuguese,1,<2 hours,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12,87.1,13,11,11
STU-60E1C036,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,97.85,12,11,11
STU-A823FE17,Portuguese,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,95.7,13,14,15
STU-77852A18,Portuguese,2,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,97.85,10,9,10
STU-6722A298,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,3,0,100.0,14,13,13
STU-9892CC6F,Portuguese,1,<2 hours,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,4,5,4,2,97.85,11,11,12
STU-E0506018,Portuguese,3,5 to 10 hours,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,89.25,12,11,11
STU-A6A23E79,Portuguese,1,<2 hours,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8,91.4,12,11,11
STU-E1DECCF8,Portuguese,1,<2 hours,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,95.7,9,9,10
STU-A5F1F649,Portuguese,2,2 to 5 hours,2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,100.0,10,10,10
STU-69D23BE3,Portuguese,1,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,93.55,13,14,14
STU-33234FC4,Portuguese,1,<2 hours,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2,97.85,8,9,9
STU-5D8F9A50,Portuguese,4,>10 hours,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,93.55,9,11,11
STU-54BC9657,Portuguese,2,2 to 5 hours,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,74.19,9,8,9
STU-A88F7DD8,Portuguese,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,100.0,15,13,13
STU-F10E7CA7,Portuguese,1,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,95.7,12,11,11
STU-D82D98E2,Portuguese,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,97.85,13,13,13
STU-D062DEF0,Portuguese,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,95.7,10,11,11
STU-B512432D,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,100.0,12,12,12
STU-DB604946,Portuguese,1,<2 hours,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,100.0,11,10,10
STU-3B5D435F,Portuguese,2,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,97.85,11,11,11
STU-82865406,Portuguese,2,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6,93.55,13,12,13
STU-188F7051,Portuguese,2,2 to 5 hours,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,93.55,11,11,11
STU-632BF98A,Portuguese,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,100.0,12,11,11
STU-6C6F63DD,Portuguese,1,<2 hours,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,100.0,11,9,0
STU-ABEE31ED,Portuguese,1,<2 hours,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,93.55,9,10,10
STU-4431EC67,Portuguese,3,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,97.85,13,13,13
STU-82460453,Portuguese,1,<2 hours,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,93.55,11,9,11
STU-DF320FB3,Portuguese,1,<2 hours,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,100.0,13,13,13
STU-17618AFF,Portuguese,2,2 to 5 hours,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,100.0,7,8,8
STU-08AEF502,Portuguese,1,<2 hours,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,84.95,9,8,10
STU-3D082156,Portuguese,1,<2 hours,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,93.55,11,10,11
STU-119777A5,Portuguese,1,<2 hours,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,95.7,12,10,11
STU-28925959,Portuguese,2,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0,100.0,10,10,1
STU-7ADC1AE2,Portuguese,1,<2 hours,2,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,100.0,9,8,10
STU-DA9E5C08,Portuguese,1,<2 hours,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,91.4,8,8,9
STU-D470E0BE,Portuguese,2,2 to 5 hours,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4,95.7,7,6,8
STU-D2646745,Portuguese,1,<2 hours,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,2,97.85,8,9,10
STU-B361A933,Portuguese,1,<2 hours,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,97.85,9,8,8
STU-BBAFAF13,Portuguese,2,2 to 5 hours,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,100.0,8,8,8
STU-C94A4718,Portuguese,1,<2 hours,3,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10,89.25,8,7,8
STU-785C0BE2,Portuguese,2,2 to 5 hours,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,100.0,9,10,11
STU-E15E3EC8,Portuguese,2,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,100.0,17,17,18
STU-7AF39DAA,Portuguese,2,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,100.0,12,12,13
STU-05500DAB,Portuguese,2,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,100.0,16,16,17
STU-CE66669F,Portuguese,1,<2 hours,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,95.7,9,9,10
STU-685FCE56,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,100.0,16,17,18
STU-F79B62BD,Portuguese,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,100.0,11,9,10
