student_id,school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,parent_education
STU-4467A8AC,MS,F,17,U,GT3,A,1,1,at_home,at_home,other,mother,Primary (4th grade)
STU-97C36D85,MS,F,17,R,GT3,T,4,2,other,other,course,mother,Higher Education
STU-1CEEE517,MS,M,16,U,LE3,A,2,2,other,services,course,father,5th to 9th grade
STU-4FBD7927,MS,M,17,U,GT3,T,3,2,other,other,other,father,Secondary Education
STU-7FF83C1B,MS,M,19,U,GT3,T,1,1,other,other,other,mother,Primary (4th grade)
STU-D3E0EA2C,MS,M,17,U,LE3,A,1,0,other,other,home,mother,Primary (4th grade)
STU-1D868300,MS,F,17,R,GT3,T,1,1,at_home,at_home,course,father,Primary (4th grade)
STU-847F9AC4,MS,F,16,R,GT3,T,1,2,other,other,home,father,5th to 9th grade
STU-7AB450F2,MS,M,16,R,LE3,T,1,2,other,at_home,course,mother,5th to 9th grade
STU-AEF028CF,MS,F,17,R,GT3,T,3,1,other,other,course,mother,Secondary Education
STU-F4C32F36,MS,M,17,R,GT3,T,2,2,other,other,course,mother,5th to 9th grade
STU-C21AB088,MS,M,18,R,GT3,T,1,0,at_home,at_home,course,other,Primary (4th grade)
STU-A5B64220,MS,M,17,R,GT3,T,1,1,other,services,course,mother,Primary (4th grade)
STU-23DBAE70,MS,M,18,U,LE3,T,1,1,at_home,at_home,course,mother,Primary (4th grade)
STU-854F9550,MS,F,16,R,LE3,T,2,2,other,services,course,father,5th to 9th grade
STU-9E67A8BE,MS,M,17,U,GT3,T,2,2,other,other,course,mother,5th to 9th grade
STU-3C629DC8,MS,M,16,R,GT3,T,3,2,services,other,course,father,Secondary Education
STU-9C432817,MS,M,16,R,LE3,T,1,1,at_home,other,course,mother,Primary (4th grade)
STU-5C5D7991,MS,M,18,R,GT3,T,1,1,services,other,course,other,Primary (4th grade)
STU-5313A3E8,MS,M,18,R,GT3,T,3,2,services,other,course,mother,Secondary Education
STU-9747277A,MS,M,19,U,GT3,T,3,2,at_home,services,course,mother,Secondary Education
STU-05D87EBE,MS,M,18,U,GT3,T,3,3,at_home,at_home,course,mother,Secondary Education
STU-053D05C3,MS,M,16,R,GT3,T,2,2,services,services,course,mother,5th to 9th grade
STU-1CA4436A,MS,M,19,U,GT3,T,2,1,at_home,other,course,other,5th to 9th grade
STU-5E2B4E67,MS,F,16,U,GT3,A,3,2,services,at_home,course,mother,Secondary Education
STU-77BC2052,MS,F,17,U,GT3,T,1,1,other,at_home,course,mother,Primary (4th grade)
STU-784F5418,MS,M,20,R,GT3,T,1,1,other,other,course,other,Primary (4th grade)
STU-80AB0632,MS,F,18,R,GT3,A,4,3,services,services,course,mother,Higher Education
STU-7CDB5286,MS,F,18,U,GT3,A,1,2,at_home,other,course,mother,5th to 9th grade
STU-9A93F702,MS,F,19,U,LE3,A,1,1,at_home,other,course,mother,Primary (4th grade)
STU-5861B90C,MS,F,18,R,GT3,T,2,2,other,other,other,mother,5th to 9th grade
STU-EE89839B,MS,F,17,R,GT3,T,0,0,at_home,other,course,mother,None
STU-9581BFE7,MS,F,17,R,LE3,A,3,1,other,at_home,course,other,Secondary Education
STU-351B6849,MS,F,17,U,GT3,T,4,2,teacher,services,home,mother,Higher Education
STU-3667B78F,MS,F,18,R,LE3,T,2,2,services,services,course,mother,5th to 9th grade
STU-0AA71C46,MS,F,17,U,GT3,T,4,1,health,at_home,course,mother,Higher Education
STU-DE9BC1EC,MS,F,17,U,LE3,T,1,2,at_home,other,course,father,5th to 9th grade
STU-043B6EBC,MS,F,18,U,GT3,T,2,2,services,at_home,reputation,father,5th to 9th grade
STU-5897478C,MS,F,17,U,GT3,T,3,3,services,services,course,mother,Secondary Education
STU-9C32EEB7,MS,F,18,U,LE3,A,1,2,at_home,other,reputation,mother,5th to 9th grade
STU-10A807B6,MS,F,18,U,GT3,T,4,4,teacher,teacher,reputation,mother,Higher Education
STU-0EA9DAA0,MS,M,18,U,LE3,T,4,4,services,other,reputation,mother,Higher Education
STU-28EA8C2E,MS,F,17,U,GT3,T,4,2,other,other,course,mother,Higher Education
STU-6E3FC053,MS,F,18,R,GT3,T,2,2,at_home,other,course,mother,5th to 9th grade
STU-CC9A0529,MS,M,18,U,LE3,T,1,2,at_home,services,home,mother,5th to 9th grade
STU-FCAFCAB9,MS,M,18,R,GT3,T,4,4,at_home,services,other,mother,Higher Education
STU-997231E8,MS,M,17,R,GT3,T,1,1,other,services,other,father,Primary (4th grade)
STU-F8B506FB,MS,F,18,U,GT3,T,2,2,other,other,course,mother,5th to 9th grade
STU-24D831E2,MS,F,18,U,LE3,T,2,2,services,services,course,father,5th to 9th grade
STU-5573914D,MS,F,18,R,LE3,A,4,2,teacher,other,reputation,mother,Higher Education
STU-4535D2BE,MS,F,18,U,GT3,T,1,1,at_home,services,course,mother,Primary (4th grade)
STU-12458BB7,MS,F,19,U,GT3,T,1,1,at_home,services,other,father,Primary (4th grade)
STU-1402D3DD,MS,F,17,U,GT3,T,4,2,teacher,other,course,father,Higher Education
STU-38F4ECAE,MS,F,17,R,LE3,A,2,1,services,other,reputation,mother,5th to 9th grade
STU-A2A9BEBF,MS,F,18,U,LE3,A,1,1,at_home,services,course,mother,Primary (4th grade)
STU-FDBFB6A3,MS,F,18,U,GT3,T,1,2,at_home,at_home,course,father,5th to 9th grade
STU-8904D551,MS,F,19,R,GT3,A,1,1,at_home,at_home,course,other,Primary (4th grade)
STU-1E3B7642,MS,F,18,R,GT3,T,2,2,services,other,home,mother,5th to 9th grade
STU-09B1F892,MS,F,18,R,LE3,A,1,2,at_home,other,course,mother,5th to 9th grade
STU-0D90ABEE,MS,F,19,R,GT3,T,1,1,at_home,other,course,other,Primary (4th grade)
STU-AD83CD91,MS,F,17,U,GT3,T,4,3,teacher,other,other,mother,Higher Education
